datestamp,name,date_value,code
2022-01-01,韩国,1673.92,KOR
2022-01-01,墨西哥,1464.31,MEX
2022-01-01,西班牙,1446.5,ESP
2022-01-01,沙特阿拉伯,1108.57,SAU
2022-01-01,荷兰,1046.54,NLD
2022-01-01,土耳其,907.12,TUR
2022-01-01,瑞士,818.43,CHE
2022-01-01,阿根廷,632.79,ARG
2022-01-01,比利时,593.44,BEL
2022-01-01,瑞典,579.9,SWE
2022-01-01,伊朗,394.36,IRN
2023-01-01,美国,27720.71,USA
2023-01-01,中国,17794.78,CHN
2023-01-01,德国,4525.7,DEU
2023-01-01,日本,4204.49,JPN
2023-01-01,印度,3567.55,IND
2023-01-01,英国,3380.85,GBR
2023-01-01,法国,3051.83,FRA
2023-01-01,意大利,2300.94,ITA
2023-01-01,巴西,2173.67,BRA
2023-01-01,加拿大,2142.47,CAN
2023-01-01,俄罗斯,2021.42,RUS
2023-01-01,墨西哥,1789.11,MEX
2023-01-01,澳大利亚,1728.06,AUS
2023-01-01,韩国,1712.79,KOR
2023-01-01,西班牙,1620.09,ESP
2023-01-01,荷兰,1154.36,NLD
2023-01-01,土耳其,1118.25,TUR
2023-01-01,沙特阿拉伯,1067.58,SAU
2023-01-01,瑞士,884.94,CHE
2023-01-01,阿根廷,646.08,ARG
2023-01-01,比利时,644.78,BEL
2023-01-01,瑞典,584.96,SWE
2023-01-01,伊朗,404.63,IRN
